Duration,Init,Name,Concat Size,Convergence Epoch,Layers,Learning Rate,Loss,Loss Val,Mae Test,Qubits,Rmse Test,Training Time,User,237.9682116,,209.88,265.62,,,suma total cuadr
5.9min,,btc_md1682norm,16,,4,,3.05E-07,,1422.284375,8,846.7777189,79.4910965,52333,370649.0162,148259606.5,,337744.2943,,,
3.6min,,btc_md1662norm,16,,3,,1.06E-06,,2206.536678,6,1222.239256,23.67755604,52333,968789.4897,387515795.9,,915120.4018,,,
2.5min,,btc_md1642norm,16,,2,,4.46E-07,,1713.047697,4,971.5349548,8.234626055,52333,538120.1668,215248066.7,,498315.9234,,,
1.2min,,btc_md1622norm,16,,1,,3.98E-07,,1525.4375,2,867.8043437,3.720656395,52333,396693.5533,158677421.3,,362625.9838,,,
11.6min,,btc_md16101norm,16,,5,,7.50E-07,,1735.102961,10,1033.777905,348.5023549,52333,633313.0689,253325227.6,,590066.5678,,,
5.8min,,btc_md1681norm,16,,4,,5.73E-07,,1436.029605,8,869.7444513,79.7348628,52333,399141.217,159656486.8,,364966.3526,,,
3.5min,,btc_md1661norm,16,,3,,4.74E-07,,1462.017599,6,905.2730208,20.84057212,52333,445295.7083,178118283.3,,409155.987,,,
2.4min,,btc_md1641norm,16,,2,,5.29E-07,,1552.08898,4,896.4319917,6.364534378,52333,433574.5498,173429819.9,,397923.7689,,,
1.2min,,btc_md1621norm,16,,1,,3.33E-07,,1496.672039,2,879.6258535,2.878107786,52333,411724.5294,164689811.8,,377003.1881,,,
1.5s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.4s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.4s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.5s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.6s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.4s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
1.5s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
11.7min,,sp500_md16100norm,16,,5,,2.88E-07,,5.788714921,10,6.398493981,344.6264756,52333,53624.53411,21449813.64,,67195.78918,,,
5.9min,,sp500_md1680norm,16,,4,,1.04E-06,,8.820091488,8,8.368166952,79.07915163,52333,52716.1805,21086472.2,,66178.50561,,,
3.6min,,sp500_md1660norm,16,,3,,7.91E-07,,8.404078433,6,7.736457222,23.96753001,52333,53006.66072,21202664.29,,66503.92164,,,
2.5min,,sp500_md1640norm,16,,2,,1.13E-06,,7.796578176,4,7.442541,8.58889699,52333,53142.0848,21256833.92,,66655.60034,,,
1.4min,,sp500_md1620norm,16,,1,,7.84E-07,,10.0641653,2,9.54111224,3.960955858,52333,52178.93972,20871575.89,,65576.39676,,,
11.4min,,sp500_md16109norm,16,,5,,7.67E-07,,9.289376028,10,9.772991301,344.1165452,52333,52073.05856,20829223.42,,65457.69186,,,
5.8min,,sp500_md1689norm,16,,4,,3.49E-07,,6.492243395,8,6.735360434,81.47379994,52333,53468.63145,21387452.58,,67021.2566,,,
3.6min,,sp500_md1669norm,16,,3,,4.27E-07,,6.94187076,6,7.548494194,24.40550113,52333,53093.24616,21237298.47,,66600.90211,,,
2.5min,,sp500_md1649norm,16,,2,,5.51E-07,,7.584685958,4,7.423730204,8.602944136,52333,53150.7579,21260303.16,,66665.31374,,,
1.3min,,sp500_md1629norm,16,,1,,4.20E-07,,6.321905839,2,6.143643376,4.118456841,52333,53742.63043,21497052.17,,67327.97965,,,
11.6min,,sp500_md16108norm,16,,5,,9.41E-07,,6.832547158,10,6.874140571,349.846482,52333,53404.46966,21361787.86,,66949.41977,,,
5.8min,,sp500_md1688norm,16,,4,,5.51E-07,,7.8325478,8,7.388174701,79.88285279,52333,53167.15341,21266861.36,,66683.6756,,,
3.7min,,sp500_md1668norm,16,,3,,3.85E-07,,6.328991699,6,6.419809943,23.47571993,52333,53614.6623,21445864.92,,67184.73853,,,
2.5min,,sp500_md1648norm,16,,2,,8.16E-07,,6.75298237,4,7.538880852,8.11728549,52333,53097.67646,21239070.59,,66605.86406,,,
1.3min,,sp500_md1628norm,16,,1,,8.67E-07,,7.007646741,2,6.902697646,3.726570368,52333,53391.27173,21356508.69,,66934.64254,,,
11.5min,,sp500_md16107norm,16,,5,,7.18E-07,,8.751981394,10,8.297725666,344.2575178,52333,52748.5321,21099412.84,,66214.75287,,,
5.7min,,sp500_md1687norm,16,,4,,3.38E-07,,7.212984426,8,7.247921804,79.24414229,52333,53231.85212,21292740.85,,66756.13079,,,
3.7min,,sp500_md1667norm,16,,3,,6.38E-07,,7.908696546,6,7.87458391,23.30181766,52333,52943.0775,21177231,,66432.69952,,,
2.5min,,sp500_md1647norm,16,,2,,3.65E-07,,6.176186009,4,5.955012695,8.363148689,52333,53830.12446,21532049.78,,67425.90563,,,
1.3min,,sp500_md1627norm,16,,1,,9.83E-07,,7.693589381,2,6.94345554,4.013289213,52333,53372.43791,21348975.16,,66913.55465,,,
11.4min,,sp500_md16106norm,16,,5,,2.49E-07,,6.615806178,10,7.06572615,344.4365861,52333,53315.95778,21326383.11,,66850.31253,,,
5.7min,,sp500_md1686norm,16,,4,,8.52E-07,,6.85345973,8,7.453009661,78.37033176,52333,53137.25832,21254903.33,,66650.1949,,,
3.6min,,sp500_md1666norm,16,,3,,7.51E-07,,8.263965486,6,8.00138313,23.13897467,52333,52884.74219,21153896.88,,66367.35176,,,
2.4min,,sp500_md1646norm,16,,2,,3.23E-07,,6.870665861,4,6.833393841,8.179932833,52333,53423.30397,21369321.59,,66970.50753,,,
1.3min,,sp500_md1626norm,16,,1,,7.17E-07,,7.159795179,2,6.674008002,3.630849838,52333,53497.00861,21398803.44,,67053.02677,,,
11.4min,,sp500_md16105norm,16,,5,,3.37E-07,,6.996250514,10,7.105530156,341.0612166,52333,53297.57768,21319031.07,,66829.73112,,,
5.6min,,sp500_md1685norm,16,,4,,1.01E-06,,8.801883095,8,9.176621794,77.38899446,52333,52345.59156,20938236.62,,65763.20623,,,
3.6min,,sp500_md1665norm,16,,3,,9.65E-07,,7.59948088,6,7.057943118,22.96791291,52333,53319.55208,21327820.83,,66854.33726,,,
2.4min,,sp500_md1645norm,16,,2,,5.30E-07,,7.092741956,4,6.707333094,7.6427176,52333,53481.59392,21392637.57,,67035.76908,,,
1.3min,,sp500_md1625norm,16,,1,,2.01E-06,,8.246016653,2,7.960655073,3.521173954,52333,52903.47605,21161390.42,,66388.33803,,,
11.3min,,sp500_md16104norm,16,,5,,5.21E-07,,8.501517527,10,8.487688513,339.6090868,52333,52661.31047,21064524.19,,66117.02561,,,
5.8min,,sp500_md1684norm,16,,4,,5.88E-07,,7.974592671,8,7.83696236,74.93443632,52333,52960.39187,21184156.75,,66452.09449,,,
3.5min,,sp500_md1664norm,16,,3,,1.34E-06,,8.639984452,6,8.792525889,20.39836478,52333,52521.49492,21008597.97,,65960.35146,,,
2.5min,,sp500_md1644norm,16,,2,,5.69E-07,,6.635695929,4,6.58186093,7.109288454,52333,53539.64327,21415857.31,,67100.75749,,,
1.2min,,sp500_md1624norm,16,,1,,5.46E-07,,7.379652164,2,7.106334479,3.117713213,52333,53297.2063,21318882.52,,66829.31526,,,
11.1min,,sp500_md16103norm,16,,5,,2.98E-07,,7.2363943,10,7.721309905,321.9403498,52333,53013.63573,21205454.29,,66511.73435,,,
5.7min,,sp500_md1683norm,16,,4,,3.97E-07,,6.501696135,8,6.806654904,73.569139,52333,53435.66529,21374266.12,,66984.3476,,,
3.4min,,sp500_md1663norm,16,,3,,4.92E-07,,8.542196495,6,8.151367577,20.28919005,52333,52815.78179,21126312.72,,66290.09668,,,
2.4min,,sp500_md1643norm,16,,2,,4.92E-07,,7.787715872,4,7.772329951,6.807170153,52333,52990.14392,21196057.57,,66485.42095,,,
1.2min,,sp500_md1623norm,16,,1,,6.81E-07,,5.645683851,2,5.621356185,2.971042395,52333,53985.06122,21594024.49,,67599.29479,,,
10.8min,,sp500_md16102norm,16,,5,,1.08E-06,,10.05558761,10,9.769223416,314.6100619,52333,52074.7782,20829911.28,,65459.61988,,,
5.5min,,sp500_md1682norm,16,,4,,6.37E-07,,7.793899054,8,7.11830068,72.71997905,52333,53291.68137,21316672.55,,66823.12855,,,
3.4min,,sp500_md1662norm,16,,3,,1.05E-06,,8.171303197,6,8.000491157,19.56970477,52333,52885.15244,21154060.98,,66367.81134,,,
2.4min,,sp500_md1642norm,16,,2,,4.83E-07,,7.155524645,4,6.615123053,6.408029795,52333,53524.25157,21409700.63,,67083.52628,,,
1.1min,,sp500_md1622norm,16,,1,,1.29E-06,,6.790804251,2,6.796089451,2.741114855,52333,53440.55005,21376220.02,,66989.81667,,,
1.5s,,btc_md1621norm,16,,1,,,,,2,,,52333,56628.86973,22651547.89,,70553.9844,,,
11.1min,,sp500_md16101norm,16,,5,,2.89E-07,,6.895354261,10,7.373882749,318.9556265,52333,53173.74449,21269497.8,,66691.05708,,,
5.7min,,sp500_md1681norm,16,,4,,4.75E-07,,8.370429431,8,8.321657871,75.97475648,52333,52737.53963,21095015.85,,66202.43686,,,
3.5min,,sp500_md1661norm,16,,3,,3.96E-07,,6.548578845,6,6.676401113,21.0405972,52333,53495.90159,21398360.64,,67051.7874,,,
2.3min,,sp500_md1641norm,16,,2,,4.80E-07,,7.287045127,4,6.939871498,6.028911829,52333,53374.09392,21349637.57,,66915.40888,,,
1.1min,,sp500_md1621norm,16,,1,,4.31E-07,,6.799303557,2,6.723888794,2.584558964,52333,53473.93682,21389574.73,30830215196,67027.1964,,,
,,,,,,,,,,,,,,126446197.8,,,76870932.32,,,
